0100-01-  WEST EIFEL VOLC FIELD         Germany              50.17  N   6.85  E   600 Maars               Radiocarbon             D7
0201-293  HOBICHA CALDERA               Ethiopia              6.78  N  37.83  E  1800 Caldera             Holocene?               ?
0201-30-  CHIRACHA                      Ethiopia              6.65  N  38.12  E  1650 Stratovolcano       Holocene                U
0201-31-  TOSA SUCHA                    Ethiopia              5.92  N  37.57  E  1650 Cinder cones        Holocene                U
0201-311  UNNAMED                       Ethiopia              5.65  N  37.67  E  1200 Cinder cones        Holocene                U
0201-32-  KORATH RANGE                  Ethiopia              5.10  N  35.88  E   912 Tuff cones          Holocene?               ?
0201-33-  MEGA BASALT FIELD             Ethiopia              4.08  N  37.42  E  1067 Pyroclastic cones   Holocene                U
0202-001  NORTH ISLAND                  Africa-E              4.07  N  36.05  E   520 Tuff cones          Holocene                U
0202-01=  CENTRAL ISLAND                Africa-E              3.50  N  36.042 E   550 Stratovolcano       Holocene                U
0202-02=  SOUTH ISLAND                  Africa-E              2.63  N  36.60  E   700 Stratovolcano       Historical              D3
0202-021  MARSABIT                      Africa-E              2.32  N  37.97  E  1707 Shield volcano      Holocene?               ?
0202-03=  BARRIER, THE                  Africa-E              2.32  N  36.57  E  1032 Shield volcano      Historical              D2
0202-04-  NAMARUNU                      Africa-E              1.90  N  36.27  E   817 Shield volcano      Tephrochronology        D7
0202-05-  SEGERERUA PLATEAU             Africa-E              1.57  N  37.90  E   699 Pyroclastic cones   Holocene                U
0202-051  EMURUANGOGOLAK                Africa-E              1.50  N  36.33  E  1328 Shield volcano      Radiocarbon             D2
0202-052  SILALI                        Africa-E              1.15  N  36.23  E  1528 Shield volcano      Ar/Ar                   D7
0202-053  PAKA                          Africa-E              0.92  N  36.18  E  1697 Shield volcano      Ar/Ar                   D7
0202-054  KOROSI                        Africa-E              0.77  N  36.12  E  1446 Shield volcano      Holocene                U
0202-055  OL KOKWE                      Africa-E              0.63  N  36.08  E  1130 Shield volcano      Holocene                U
0202-056  NYAMBENI HILLS                Africa-E              0.23  N  37.87  E   750 Shield volcano      Holocene                U
0202-06=  MENENGAI                      Africa-E              0.20  S  36.07  E  2278 Shield volcano      Tephrochronology        D7
0202-07=  HOMA MOUNTAIN                 Africa-E              0.38  S  34.50  E  1751 Complex volcano     Holocene                U
0202-071  ELMENTEITA BADLANDS           Africa-E              0.52  S  36.27  E  2126 Pyroclastic cones   Holocene                U
0202-08=  EBURRU, OL DOINYO             Africa-E              0.63  S  36.23  E  2856 Complex volcano     Holocene                U
0202-09=  OLKARIA                       Africa-E              0.904 S  36.292 E  2434 Pumice cones        Radiocarbon             D4
0202-10=  LONGONOT                      Africa-E              0.92  S  36.45  E  2776 Shield volcano      Anthropology            D3
0202-11=  SUSWA                         Africa-E              1.175 S  36.35  E  2356 Shield volcano      Holocene                U
0202-12=  LENGAI, OL DOINYO             Africa-E              2.751 S  35.902 E  2890 Stratovolcano       Historical              D1
0202-13=  CHYULU HILLS                  Africa-E              2.68  S  37.88  E  2188 Volcanic field      Anthropology            D3
0202-15=  KILIMANJARO                   Africa-E              3.07  S  37.35  E  5895 Stratovolcano       Holocene                U
0202-16=  MERU                          Africa-E              3.25  S  36.75  E  4565 Stratovolcano       Historical              D2
0202-161  IGWISI HILLS                  Africa-E              4.87  S  31.92  E       Tuff cones          Holocene                U
0202-162  UNNAMED                       Africa-E              8.63  S  33.57  E       Pyroclastic cone    Holocene                U
0202-163  SW USANGU BASIN               Africa-E              8.75  S  33.80  E  2179 Volcanic field      Holocene                U
0202-164  NGOZI                         Africa-E              8.97  S  33.57  E  2622 Caldera             Holocene                U
0202-165  IZUMBWE-MPOLI                 Africa-E              8.93  S  33.40  E  1568 Pyroclastic cones   Holocene                U
0202-166  RUNGWE                        Africa-E              9.13  S  33.67  E  2961 Stratovolcano       Holocene                U
0202-17=  KIEYO                         Africa-E              9.23  S  33.78  E  2175 Stratovolcano       Historical              D3
0203-001  RUSEKERE                      Africa-C              0.73  N  30.38  E  1615 Tuff cones          Holocene                U
0203-002  FORT PORTAL FIELD             Africa-C              0.70  N  30.25  E  1524 Tuff cones          Holocene                U
0203-003  KYATWA VOLC FIELD             Africa-C              0.45  N  30.25  E  1430 Tuff cones          Holocene                U
0203-004  KATWE-KIKORONGO FIELD         Africa-C              0.08  S  29.92  E  1067 Tuff cones          Holocene                U
0203-005  BUNYARUGURU FIELD             Africa-C              0.20  S  30.08  E  1554 Explosion craters   Holocene                U
0203-006  KATUNGA                       Africa-C              0.47  S  30.18  E  1707 Tuff cone           Holocene                U
0203-01=  MAY-YA-MOTO                   Africa-C              0.93  S  29.33  E   950 Fumarole field      Fumarolic               ?
0203-02=  NYAMURAGIRA                   Africa-C              1.408 S  29.20  E  3058 Shield volcano      Historical              D1
0203-03=  NYIRAGONGO                    Africa-C              1.52  S  29.25  E  3469 Stratovolcano       Historical              D1
0203-04-  KARISIMBI                     Africa-C              1.50  S  29.45  E  4507 Stratovolcano       Holocene                U
0203-05-  VISOKE                        Africa-C              1.47  S  29.492 E  3711 Stratovolcano       Historical              D2
0203-06-  MUHAVURA                      Africa-C              1.38  S  29.67  E  4127 Stratovolcano       Holocene                U
0203-07-  BUFUMBIRA                     Africa-C              1.23  S  29.72  E  2440 Cinder cones        Holocene                U
0203-08-  TSHIBINDA                     Africa-C              2.32  S  28.75  E  1460 Cinder cones        Holocene                U
0204-001  BIU PLATEAU                   Africa-W             10.75  N  12.00  E       Volcanic field      Holocene?               ?
0204-002  NGAOUNDERE PLATEAU            Africa-W              7.25  N  13.67  E       Volcanic field      Holocene?               ?
0204-003  OKU VOLC FIELD                Africa-W              6.25  N  10.50  E  3011 Maars               Radiocarbon             D5
0204-004  MANENGOUBA                    Africa-W              5.03  N   9.83  E  2411 Stratovolcano       Holocene                U
0204-01=  CAMEROON, MT.                 Africa-W              4.203 N   9.17  E  4095 Stratovolcano       Historical              D1
0204-02-  SANTA ISABEL                  Africa-W              3.58  N   8.75  E  3007 Shield volcano      Historical              D2
0204-03-  SAN JOAQUIN                   Africa-W              3.35  N   8.63  E  2009 Shield volcano      Holocene                U
0204-04-  SAN CARLOS                    Africa-W              3.35  N   8.52  E  2260 Shield volcano      Holocene                U
0204-05-  SAO TOME                      Africa-W              0.32  N   6.72  E  2024 Shield volcano      Holocene?               ?
0205-00-  HARUJ                         Africa-N             27.25  N  17.50  E  1200 Scoria cones        Holocene                U
0205-001  TOH, TARSO                    Africa-N             21.33  N  16.33  E  2000 Volcanic field      Holocene                U
0205-01=  TOUSSIDE, TARSO               Africa-N             21.03  N  16.45  E  3265 Stratovolcano       Holocene                U
0205-02=  VOON, TARSO                   Africa-N             20.92  N  17.28  E  3100 Stratovolcano       Fumarolic               U
0205-021  KOUSSI, EMI                   Africa-N             19.80  N  18.53  E  3415 Stratovolcano       Holocene                U
0205-03-  MARRA, JEBEL                  Africa-N             12.95  N  24.27  E  3042 Volcanic field      Radiocarbon             D7
0205-04-  KUTUM VOLC FIELD              Africa-N             14.50  N  25.80  E       Scoria cones        Holocene?               ?
0205-05-  MEIDOB VOLC FIELD             Africa-N             15.13  N  26.17  E  1000 Scoria cones        Holocene                U
0205-06-  BAYUDA VOLC FIELD             Africa-N             18.33  N  32.75  E       Cinder cones        Radiocarbon             D6
0205-07-  UMM MARAFIEB, JEBEL           Africa-N             18.20  N  33.80  E       Scoria cones        Holocene?               ?
0300-01-  SHARAT KOVAKAB                Syria                36.53  N  40.85  E   534 Volcanic field      Holocene                U
0300-02-  UNNAMED                       Syria                36.67  N  37.00  E       Unknown             Historical              D6
0300-03-  UNNAMED                       Syria                33.308 N  36.925 E   945 Volcanic field      Holocene                U
0300-04-  UNNAMED                       Syria                33.15  N  36.258 E  1197 Volcanic field      Holocene                U
0300-05-  ES SAFA                       Syria                33.08  N  37.15  E       Volcanic field      Historical              D3
0300-06-  UNNAMED                       Syria                32.658 N  36.425 E  1436 Volcanic field      Holocene                U
0301-01=  RAHAH, HARRAT AR              Arabia-W             27.80  N  36.17  E  1660 Volcanic field      Anthropology            U
0301-02=  'UWAYRID, HARRAT              Arabia-W             27.08  N  37.25  E  1900 Volcanic field      Anthropology            D6
0301-04-  LUNAYYIR, HARRAT              Arabia-W             25.17  N  37.75  E  1370 Volcanic field      Historical              D6
0301-05=  ITHNAYN, HARRAT               Arabia-W             26.58  N  40.20  E  1625 Volcanic field      Holocene                U
0301-06=  KHAYBAR, HARRAT               Arabia-W             25.00  N  39.92  E  2093 Volcanic field      Historical              D6
0301-07=  RAHAT, HARRAT                 Arabia-W             23.08  N  39.78  E  1744 Volcanic field      Historical              D6
0301-071  KISHB, HARRAT                 Arabia-W             22.80  N  41.38  E  1475 Volcanic field      Holocene                U
0301-08-  YAR, JABAL                    Arabia-W             17.05  N  42.83  E   305 Volcanic field      Historical              D3
0301-09-  ARHAB, HARRA OF               Arabia-S             15.63  N  44.08  E  3100 Volcanic field      Historical              D6
0301-10-  MARHA, JABAL EL-              Arabia-S             15.28  N  44.22  E  2650 Tuff cone           Holocene                U
0301-11-  HAYLAN, JABAL                 Arabia-S             15.43  N  44.78  E  1550 Volcanic field      Anthropology            D7
0301-12-  DHAMAR, HARRAS OF             Arabia-S             14.57  N  44.67  E  3500 Volcanic field      Historical              D2
0301-13-  HAMMAN DEMT, JABAL            Arabia-S             14.05  N  44.75  E       Cone                Anthropology            U
0301-15-  UNNAMED                       Arabia-S             12.25  N  45.00  E       Submarine volcano   Uncertain               ?
0301-16-  SAWAD, HARRA ES-              Arabia-S             13.58  N  46.12  E  1737 Volcanic field      Historical              D6
0301-17-  BAL HAF, HARRA OF             Arabia-S             14.05  N  48.33  E   233 Volcanic field      Holocene                U
0301-18-  BIR BORHUT                    Arabia-S             15.55  N  50.63  E       Volcanic field      Holocene?               ?
0302-01-  DAMAVAND                      Iran                 35.951 N  52.109 E  5670 Stratovolcano       Holocene                U
0302-02-  QAL'EH HASAN ALI              Iran                 29.40  N  57.57  E       Maars               Holocene?               ?
0302-03-  BAZMAN                        Iran                 28.07  N  60.00  E  3490 Stratovolcano       Fumarolic               U
0302-04-  UNNAMED                       Iran                 28.17  N  60.67  E       Volcanic field      Holocene?               ?
0302-05-  TAFTAN                        Iran                 28.60  N  61.60  E  4050 Stratovolcano       Holocene                U
0302-06-  DACHT-I-NAVAR GROUP           Afghanistan          33.95  N  67.92  E  3800 Lava domes          Holocene                U
0302-07-  VAKAK GROUP                   Afghanistan          34.25  N  67.97  E  3190 Volcanic field      Holocene                U
0303-001  GRILLE, LA                    Indian O.-W          11.47  S  43.33  E  1087 Shield volcano      Holocene                U
0303-01=  KARTHALA                      Indian O.-W          11.75  S  43.38  E  2361 Shield volcano      Historical              D1
0303-02=  FOURNAISE, PITON DE LA        Indian O.-W          21.229 S  55.713 E  2631 Shield volcano      Historical              D1
0303-03-  AMBRE-BOBAOMBY                Madagascar           12.48  S  49.10  E  1475 Volcanic field      Holocene                U
0303-04-  NOSY-BE                       Madagascar           13.32  S  48.48  E   214 Cinder cones        Holocene                U
0303-05-  ANKAIZINA FIELD               Madagascar           14.30  S  48.67  E  2878 Cinder cones        Holocene                U
0303-06-  ITASY VOLC FIELD              Madagascar           19.00  S  46.77  E  1800 Scoria cones        Radiocarbon             D7
0303-07-  ANKARATRA FIELD               Madagascar           19.40  S  47.20  E  2644 Cinder cones        Holocene                U
0304-01=  HEARD                         Indian O.-S          53.106 S  73.513 E  2745 Stratovolcano       Historical              D1
0304-02=  KERGUELEN ISLANDS             Indian O.-S          49.58  S  69.50  E  1840 Stratovolcanoes     Holocene                U
0304-03=  ST. PAUL                      Indian O.-S          38.72  S  77.53  E   268 Stratovolcano       Historical              D4
0304-04-  AMSTERDAM ISLAND              Indian O.-S          37.83  S  77.52  E   881 Stratovolcano       Holocene                U
0304-05-  POSSESSION, ILE DE LA         Indian O.-S          46.42  S  51.63  E   934 Stratovolcano       Holocene                U
0304-06-  COCHONS, ILE AUX              Indian O.-S          46.10  S  50.23  E   775 Stratovolcano       Holocene                U
0304-07-  PRINCE EDWARD ISLAND          Indian O.-S          46.63  S  37.95  E   672 Shield volcano      Holocene                U
0304-08-  MARION ISLAND                 Indian O.-S          46.90  S  37.75  E  1230 Shield volcanoes    Historical              D1
0305-01=  UNNAMED                       Indian O.-E          11.75  N  80.75  E       Submarine volcano ? Uncertain               ?
0401-01=  KAIKOHE-BAY OF ISLANDS        New Z                35.30  S 173.90  E   388 Volcanic field      Radiocarbon             D6
0401-011  WHANGAREI                     New Zealand          35.75  S 174.27  E   397 Cinder cones        Holocene?               ?
0401-02=  AUCKLAND FIELD                New Zealand          36.90  S 174.87  E   260 Volcanic field      Radiocarbon             D6
0401-021  MAYOR ISLAND                  New Zealand          37.28  S 176.25  E   355 Shield volcano      Radiocarbon             D7
0401-03=  EGMONT                        New Zealand          39.30  S 174.07  E  2518 Stratovolcano       Radiocarbon             D4
0401-04=  WHITE ISLAND                  New Zealand          37.52  S 177.18  E   321 Stratovolcanoes     Historical              D1
0401-041  WHALE ISLAND                  New Zealand          37.858 S 176.98  E   348 Complex volcano     Pleistocene-Fumarolic   Q
0401-042  ROTORUA                       New Zealand          38.08  S 176.27  E   757 Caldera             Pleistocene-Geysers     Q
0401-05=  OKATAINA                      New Zealand          38.12  S 176.50  E  1111 Lava domes          Historical              D1
0401-06-  REPOROA                       New Zealand          38.42  S 176.33  E   592 Caldera             Tephrochronology        D6
0401-061  MAROA                         New Zealand          38.42  S 176.08  E  1156 Calderas            Tephrochronology        D6
0401-07=  TAUPO                         New Zealand          38.82  S 176.00  E   760 Caldera             Radiocarbon             D6
0401-08=  TONGARIRO                     New Zealand          39.13  S 175.642 E  1978 Stratovolcanoes     Historical              D1
0401-10=  RUAPEHU                       New Zealand          39.28  S 175.57  E  2797 Stratovolcano       Historical              D1
0401-11-  RUMBLE I                      New Zealand          35.50  S 178.875 E -1100 Submarine volcano   Uncertain               ?
0401-12-  RUMBLE II                     New Zealand          35.43  S 178.65  E  -880 Submarine volcano   Uncertain               ?
0401-13-  RUMBLE III                    New Zealand          35.745 S 178.478 E  -140 Submarine volcano   Hydrophonic             D1
0401-14-  RUMBLE IV                     New Zealand          36.22  S 178.05  E  -450 Submarine volcano   Fumarolic               U
0401-15-  RUMBLE V                      New Zealand          36.139 S 178.197 E  -700 Submarine volcano   Fumarolic               U
0402-01=  CURTIS ISLAND                 Kermadec Is          30.542 S 178.561 W   137 Submarine volcano   Uncertain               ?
0402-02=  BRIMSTONE ISLAND              Kermadec Is          30.23  S 178.92  W -2000 Submarine volcano ? Uncertain               ?
0402-021  MACAULEY ISLAND               Kermadec Is          30.20  S 178.47  W   238 Caldera             Holocene                U
0402-03=  RAOUL ISLAND                  Kermadec Is          29.27  S 177.92  W   516 Stratovolcano       Historical              D1
0402-04=  UNNAMED                       Kermadec Is          29.18  S 177.87  W  -560 Submarine volcano   Historical              D3
0402-05-  MONOWAI SEAMOUNT              Kermadec Is          25.888 S 177.188 W  -100 Submarine volcano   Historical              D1
0403-01=  UNNAMED                       Tonga-SW Pacific     21.38  S 175.65  W  -500 Submarine volcano   Historical              D2
0403-03=  UNNAMED                       Tonga-SW Pacific     20.85  S 175.53  W   -13 Submarine volcano   Historical              D2
0403-04=  UNNAMED                       Tonga-SW Pacific     20.57  S 175.38  W       Submarine volcano   Historical              D1
0403-05=  FALCON ISLAND                 Tonga-SW Pacific     20.32  S 175.42  W   145 Submarine volcano   Historical              D1
0403-06=  TOFUA                         Tonga-SW Pacific     19.75  S 175.07  W   512 Caldera             Historical              D2
0403-07=  METIS SHOAL                   Tonga-SW Pacific     19.18  S 174.87  W    -4 Submarine volcano   Historical              D1
0403-08=  HOME REEF                     Tonga-SW Pacific     18.992 S 174.775 W    -2 Submarine volcano   Historical              D1
0403-09=  LATE                          Tonga-SW Pacific     18.806 S 174.65  W   518 Stratovolcano       Historical              D3
0403-10=  FONUALEI                      Tonga-SW Pacific     18.02  S 174.325 W   200 Stratovolcano       Historical              D2
0403-101  CURACOA                       Tonga-SW Pacific     15.62  S 173.67  W   -33 Submarine volcano   Historical              D1
0403-11=  NIUAFO'OU                     Tonga-SW Pacific     15.60  S 175.63  W   260 Shield volcano      Historical              D1
0404-00-  UNNAMED                       Samoa-SW Pacific     14.23  S 169.07  W  -650 Submarine volcano   Uncertain               ?
0404-001  TA'U                          Samoa-SW Pacific     14.23  S 169.454 W   931 Shield volcano      Holocene                U
0404-01=  OFU-OLOSEGA                   Samoa-SW Pacific     14.175 S 169.618 W   639 Shield volcanoes    Historical              D3
0404-02-  TUTUILA                       Samoa-SW Pacific     14.295 S 170.70  W   653 Tuff cones          Holocene                U
0404-03-  UPOLU                         Samoa-SW Pacific     13.935 S 171.72  W  1100 Shield volcano      Holocene                U
0404-04=  SAVAI'I                       Samoa-SW Pacific     13.612 S 172.525 W  1858 Shield volcano      Historical              D2
